사고번호,사고일시,요일,시군구,사고내용,사망자수,중상자수,경상자수,부상신고자수,사고유형,법규위반,노면상태,기상상태,도로형태,가해운전자 차종,가해운전자 성별,가해운전자 연령,가해운전자 상해정도,피해운전자 차종,피해운전자 성별,피해운전자 연령,피해운전자 상해정도
2018010100100029,2018년 1월 1일 01시,월요일,경기도 수원시 권선구 오목천동,중상사고,0,1,0,0,차대차 - 기타,안전거리미확보,건조,맑음,단일로 - 기타,승용,남,39세,상해없음,승용,남,25세,중상
2018010100100122,2018년 1월 1일 07시,월요일,경기도 수원시 팔달구 남창동,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,서리/결빙,맑음,단일로 - 기타,승합,남,44세,상해없음,보행자,여,30세,경상
2018010100100153,2018년 1월 1일 09시,월요일,경기도 수원시 권선구 서둔동,경상사고,0,0,1,0,차대차 - 추돌,안전운전불이행,건조,맑음,교차로 - 교차로부근,승합,남,53세,상해없음,승용,여,71세,경상
2018010100100236,2018년 1월 1일 14시,월요일,경기도 수원시 장안구 율전동,부상신고사고,0,0,0,1,차대차 - 기타,신호위반,건조,맑음,교차로 - 교차로안,승합,남,52세,상해없음,이륜,남,20세,부상신고
2018010100100257,2018년 1월 1일 15시,월요일,경기도 수원시 팔달구 인계동,경상사고,0,0,4,0,차대차 - 추돌,안전운전불이행,건조,맑음,교차로 - 교차로부근,승용,남,30세,상해없음,승용,남,73세,경상
2018010200100026,2018년 1월 2일 03시,화요일,경기도 수원시 장안구 파장동,중상사고,0,2,1,0,차대차 - 측면충돌,신호위반,건조,맑음,교차로 - 교차로안,승용,남,37세,상해없음,승합,남,40세,중상
2018010200100048,2018년 1월 2일 06시,화요일,경기도 수원시 장안구 정자동,경상사고,0,0,1,0,차대사람 - 횡단중,안전운전불이행,건조,맑음,교차로 - 교차로횡단보도내,승용,여,54세,기타불명,보행자,여,58세,경상
2018010200100050,2018년 1월 2일 06시,화요일,경기도 수원시 권선구 호매실동,경상사고,0,0,2,0,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,48세,경상,화물,남,50세,상해없음
2018010200100139,2018년 1월 2일 10시,화요일,경기도 수원시 장안구 정자동,경상사고,0,0,1,0,차대사람 - 횡단중,중앙선침범,건조,맑음,교차로 - 교차로횡단보도내,승합,남,62세,상해없음,보행자,여,41세,경상
2018010200100140,2018년 1월 2일 10시,화요일,경기도 수원시 팔달구 화서동,중상사고,0,2,0,0,차대차 - 기타,신호위반,건조,맑음,교차로 - 교차로안,승용,여,49세,상해없음,승용,남,52세,중상
2018010200100199,2018년 1월 2일 12시,화요일,경기도 수원시 팔달구 매산로1가,중상사고,0,1,0,0,차대사람 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승합,남,55세,상해없음,보행자,남,83세,중상
2018010200100222,2018년 1월 2일 13시,화요일,경기도 수원시 권선구 권선동,경상사고,0,0,1,0,차대사람 - 길가장자리구역통행중,기타,건조,맑음,단일로 - 기타,승용,남,39세,상해없음,보행자,남,7세,경상
2018010200100252,2018년 1월 2일 14시,화요일,경기도 수원시 장안구 정자동,경상사고,0,0,1,0,차대사람 - 횡단중,보행자보호의무위반,건조,맑음,단일로 - 기타,승용,남,55세,상해없음,보행자,여,50세,경상
2018010200100364,2018년 1월 2일 18시,화요일,경기도 수원시 권선구 오목천동,경상사고,0,0,2,0,차대사람 - 횡단중,보행자보호의무위반,건조,맑음,교차로 - 교차로횡단보도내,승용,여,24세,상해없음,보행자,여,48세,경상
2018010200100412,2018년 1월 2일 19시,화요일,경기도 수원시 영통구 이의동,중상사고,0,1,0,0,차대차 - 기타,중앙선침범,건조,맑음,단일로 - 기타,승용,남,26세,상해없음,승용,여,46세,중상
2018010200100454,2018년 1월 2일 22시,화요일,경기도 수원시 팔달구 우만동,경상사고,0,0,1,0,차대차 - 기타,신호위반,건조,맑음,교차로 - 교차로안,이륜,남,28세,상해없음,이륜,남,17세,경상
2018010200100463,2018년 1월 2일 23시,화요일,경기도 수원시 팔달구 우만동,경상사고,0,0,2,0,차대차 - 측면충돌,안전운전불이행,건조,맑음,교차로 - 교차로안,승용,여,58세,상해없음,승용,남,65세,경상
2018010300100036,2018년 1월 3일 05시,수요일,경기도 수원시 영통구 원천동,경상사고,0,0,1,0,차대차 - 측면충돌,안전운전불이행,건조,맑음,교차로 - 교차로안,승용,여,41세,상해없음,승용,남,33세,경상
2018010300100038,2018년 1월 3일 05시,수요일,경기도 수원시 권선구 고색동,중상사고,0,1,0,0,차대사람 - 기타,안전운전불이행,건조,흐림,교차로 - 교차로부근,승용,여,57세,상해없음,보행자,여,78세,중상
2018010300100088,2018년 1월 3일 08시,수요일,경기도 수원시 권선구 고색동,중상사고,0,1,0,0,차대차 - 추돌,안전운전불이행,건조,맑음,교차로 - 교차로부근,승합,남,48세,상해없음,승합,남,56세,중상
2018010300100262,2018년 1월 3일 15시,수요일,경기도 수원시 권선구 탑동,경상사고,0,0,1,0,차대사람 - 횡단중,신호위반,건조,맑음,교차로 - 교차로횡단보도내,승용,남,66세,상해없음,보행자,여,17세,경상
2018010300100448,2018년 1월 3일 21시,수요일,경기도 수원시 권선구 금곡동,경상사고,0,0,1,0,차대사람 - 횡단중,신호위반,건조,맑음,교차로 - 교차로부근,이륜,남,18세,상해없음,보행자,여,23세,경상
2018010400100056,2018년 1월 4일 06시,목요일,경기도 수원시 권선구 세류동,부상신고사고,0,0,0,1,차대사람 - 횡단중,안전운전불이행,건조,맑음,교차로 - 교차로안,화물,남,64세,상해없음,보행자,남,46세,부상신고
2018010400100143,2018년 1월 4일 10시,목요일,경기도 수원시 팔달구 화서동,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,건조,맑음,교차로 - 교차로안,화물,여,59세,상해없음,승용,남,53세,경상
2018010400100235,2018년 1월 4일 14시,목요일,경기도 수원시 권선구 권선동,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승용,여,43세,상해없음,보행자,남,60세,경상
2018010400100236,2018년 1월 4일 14시,목요일,경기도 수원시 영통구 영통동,경상사고,0,0,1,0,차대사람 - 기타,기타,건조,맑음,단일로 - 기타,승합,남,53세,상해없음,보행자,여,61세,경상
2018010400100254,2018년 1월 4일 15시,목요일,경기도 수원시 팔달구 북수동,중상사고,0,1,0,0,차대차 - 측면충돌,안전운전불이행,건조,맑음,단일로 - 기타,승합,남,57세,상해없음,자전거,남,60세,중상
2018010400100276,2018년 1월 4일 16시,목요일,경기도 수원시 영통구 영통동,경상사고,0,0,1,0,차대차 - 측면충돌,교차로운행방법위반,건조,맑음,교차로 - 교차로부근,화물,남,70세,상해없음,승용,남,27세,경상
2018010400100278,2018년 1월 4일 16시,목요일,경기도 수원시 권선구 호매실동,중상사고,0,1,0,0,차대차 - 정면충돌,신호위반,건조,흐림,교차로 - 교차로안,승용,여,43세,상해없음,승용,여,24세,중상
2018010400100305,2018년 1월 4일 17시,목요일,경기도 수원시 장안구 정자동,중상사고,0,1,0,0,차대차 - 기타,안전운전불이행,건조,흐림,교차로 - 교차로안,화물,남,61세,상해없음,이륜,남,56세,중상
2018010400100306,2018년 1월 4일 17시,목요일,경기도 수원시 권선구 세류동,경상사고,0,0,1,0,차대차 - 측면충돌,안전거리미확보,건조,맑음,단일로 - 기타,건설기계,남,63세,상해없음,승용,여,46세,경상
2018010400100307,2018년 1월 4일 17시,목요일,경기도 수원시 팔달구 매산로2가,경상사고,0,0,1,1,차대사람 - 보도통행중,안전운전불이행,건조,맑음,교차로 - 교차로안,원동기,남,19세,부상신고,보행자,여,18세,경상
2018010400100308,2018년 1월 4일 17시,목요일,경기도 수원시 팔달구 매산로1가,경상사고,0,0,1,0,차대차 - 측면충돌,안전운전불이행,건조,맑음,교차로 - 교차로부근,승용,여,36세,경상,승합,남,54세,상해없음
2018010400100397,2018년 1월 4일 20시,목요일,경기도 수원시 영통구 이의동,중상사고,0,1,0,0,차대차 - 기타,안전운전불이행,건조,맑음,교차로 - 교차로안,승합,남,64세,상해없음,승용,여,32세,중상
2018010400100425,2018년 1월 4일 21시,목요일,경기도 수원시 팔달구 우만동,경상사고,0,0,1,0,차대차 - 기타,차로위반,건조,맑음,교차로 - 교차로부근,승합,남,58세,상해없음,승용,남,51세,경상
2018010400100431,2018년 1월 4일 21시,목요일,경기도 수원시 권선구 구운동,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,건조,맑음,교차로 - 교차로안,승용,여,38세,상해없음,승용,남,37세,경상
2018010500100010,2018년 1월 5일 00시,금요일,경기도 수원시 장안구 정자동,경상사고,0,0,1,0,차대차 - 기타,중앙선침범,건조,맑음,단일로 - 기타,승용,남,38세,상해없음,승용,여,49세,경상
2018010500100055,2018년 1월 5일 06시,금요일,경기도 수원시 권선구 세류동,경상사고,0,0,1,0,차대차 - 기타,신호위반,건조,맑음,교차로 - 교차로안,화물,남,41세,상해없음,승용,여,46세,경상
2018010500100056,2018년 1월 5일 06시,금요일,경기도 수원시 권선구 권선동,경상사고,0,0,2,0,차대차 - 측면충돌,신호위반,건조,맑음,교차로 - 교차로안,승용,남,63세,상해없음,승용,남,57세,경상
2018010500100085,2018년 1월 5일 08시,금요일,경기도 수원시 장안구 정자동,경상사고,0,0,1,0,차대사람 - 횡단중,안전운전불이행,건조,맑음,교차로 - 교차로안,승용,남,41세,상해없음,보행자,여,40세,경상
2018010500100134,2018년 1월 5일 10시,금요일,경기도 수원시 영통구 매탄동,경상사고,0,0,2,0,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,49세,상해없음,승용,여,40세,경상
2018010500100185,2018년 1월 5일 12시,금요일,경기도 수원시 권선구 평동,경상사고,0,0,1,0,차대사람 - 기타,교차로운행방법위반,건조,맑음,교차로 - 교차로부근,화물,남,40세,상해없음,보행자,남,58세,경상
2018010500100208,2018년 1월 5일 13시,금요일,경기도 수원시 장안구 정자동,경상사고,0,0,1,0,차대차 - 정면충돌,신호위반,건조,맑음,교차로 - 교차로안,승용,남,62세,상해없음,자전거,남,80세,경상
2018010500100240,2018년 1월 5일 14시,금요일,경기도 수원시 영통구 망포동,경상사고,0,0,1,0,차대사람 - 횡단중,보행자보호의무위반,건조,맑음,교차로 - 교차로횡단보도내,승용,남,50세,상해없음,보행자,여,26세,경상
2018010500100241,2018년 1월 5일 14시,금요일,경기도 수원시 권선구 서둔동,경상사고,0,0,1,0,차대차 - 측면충돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,여,53세,상해없음,승용,남,73세,경상
2018010500100365,2018년 1월 5일 18시,금요일,경기도 수원시 권선구 권선동,중상사고,0,1,0,0,차대차 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,자전거,남,40세,중상,승합,남,37세,상해없음
2018010500100505,2018년 1월 5일 22시,금요일,경기도 수원시 영통구 원천동,경상사고,0,0,1,0,차대사람 - 횡단중,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,48세,상해없음,보행자,남,26세,경상
2018010500100546,2018년 1월 5일 23시,금요일,경기도 수원시 팔달구 인계동,경상사고,0,0,1,0,차대사람 - 차도통행중,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,27세,상해없음,보행자,남,29세,경상
2018010500100549,2018년 1월 5일 23시,금요일,경기도 수원시 영통구 하동,중상사고,0,2,0,1,차대차 - 정면충돌,중앙선침범,건조,맑음,단일로 - 기타,승용,남,30세,부상신고,승용,남,36세,중상
2018010600100031,2018년 1월 6일 01시,토요일,경기도 수원시 팔달구 인계동,경상사고,0,0,2,0,차대차 - 측면충돌,신호위반,건조,맑음,교차로 - 교차로안,이륜,남,19세,경상,승용,남,73세,상해없음
2018010600100136,2018년 1월 6일 09시,토요일,경기도 수원시 권선구 구운동,중상사고,0,1,0,0,차대차 - 정면충돌,신호위반,건조,맑음,교차로 - 교차로안,승용,남,69세,상해없음,승용,남,32세,중상
2018010600100153,2018년 1월 6일 10시,토요일,경기도 수원시 장안구 정자동,중상사고,0,1,0,0,차대차 - 측면충돌,신호위반,건조,맑음,교차로 - 교차로안,승용,남,57세,상해없음,자전거,여,26세,중상
2018010600100156,2018년 1월 6일 10시,토요일,경기도 수원시 영통구 망포동,경상사고,0,0,1,0,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,45세,상해없음,화물,남,31세,경상
2018010600100237,2018년 1월 6일 13시,토요일,경기도 수원시 권선구 세류동,중상사고,0,1,0,0,차대사람 - 기타,기타,건조,맑음,단일로 - 기타,승용,남,72세,상해없음,보행자,여,70세,중상
2018010600100259,2018년 1월 6일 14시,토요일,경기도 수원시 장안구 정자동,경상사고,0,0,5,0,차대차 - 기타,교차로운행방법위반,건조,맑음,교차로 - 교차로안,승용,남,58세,상해없음,승용,남,41세,경상
2018010600100264,2018년 1월 6일 14시,토요일,경기도 수원시 권선구 세류동,경상사고,0,0,1,0,차대차 - 측면충돌,안전운전불이행,건조,맑음,단일로 - 기타,건설기계,남,56세,상해없음,승용,여,42세,경상
2018010600100348,2018년 1월 6일 17시,토요일,경기도 수원시 팔달구 인계동,중상사고,0,1,1,0,차대사람 - 횡단중,신호위반,건조,맑음,교차로 - 교차로횡단보도내,승용,여,47세,상해없음,보행자,남,30세,경상
2018010600100383,2018년 1월 6일 18시,토요일,경기도 수원시 권선구 구운동,경상사고,0,0,1,0,차대차 - 측면충돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,32세,상해없음,이륜,남,27세,경상
2018010600100384,2018년 1월 6일 18시,토요일,경기도 수원시 권선구 호매실동,중상사고,0,1,0,0,차대차 - 측면충돌,교차로운행방법위반,건조,맑음,교차로 - 교차로안,승용,남,49세,상해없음,승합,남,54세,상해없음
2018010600100498,2018년 1월 6일 22시,토요일,경기도 수원시 장안구 정자동,경상사고,0,0,1,0,차량단독 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,이륜,남,41세,경상,,,,
2018010600100499,2018년 1월 6일 22시,토요일,경기도 수원시 장안구 정자동,경상사고,0,0,1,0,차대차 - 측면충돌,신호위반,건조,맑음,교차로 - 교차로안,승용,남,23세,상해없음,승용,남,25세,경상
2018010700100041,2018년 1월 7일 02시,일요일,경기도 수원시 영통구 영통동,경상사고,0,0,2,0,차대사람 - 기타,기타,건조,맑음,기타 - 기타,승용,남,23세,상해없음,보행자,남,28세,경상
2018010700100070,2018년 1월 7일 05시,일요일,경기도 수원시 팔달구 인계동,부상신고사고,0,0,0,1,차대사람 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,31세,상해없음,보행자,남,19세,부상신고
2018010700100077,2018년 1월 7일 06시,일요일,경기도 수원시 팔달구 인계동,경상사고,0,0,1,0,차대차 - 측면충돌,신호위반,건조,맑음,교차로 - 교차로안,승용,여,70세,상해없음,승합,남,40세,경상
2018010700100122,2018년 1월 7일 10시,일요일,경기도 수원시 장안구 천천동,경상사고,0,0,1,1,차대차 - 기타,신호위반,건조,맑음,교차로 - 교차로안,승용,남,31세,상해없음,승용,여,58세,경상
2018010700100123,2018년 1월 7일 10시,일요일,경기도 수원시 장안구 연무동,중상사고,0,1,0,0,차대차 - 기타,안전운전불이행,건조,맑음,교차로 - 교차로부근,이륜,남,76세,중상,승용,남,26세,상해없음
2018010700100185,2018년 1월 7일 14시,일요일,경기도 수원시 장안구 정자동,중상사고,0,1,0,0,차대사람 - 기타,안전운전불이행,건조,맑음,교차로 - 교차로부근,승용,여,58세,상해없음,보행자,남,53세,중상
2018010700100186,2018년 1월 7일 14시,일요일,경기도 수원시 권선구 세류동,경상사고,0,0,1,0,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,43세,상해없음,승용,남,20세,경상
2018010700100301,2018년 1월 7일 20시,일요일,경기도 수원시 장안구 정자동,경상사고,0,0,1,0,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 기타,화물,남,56세,상해없음,승용,남,46세,경상
2018010800100024,2018년 1월 8일 02시,월요일,경기도 수원시 팔달구 매산로1가,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,39세,상해없음,보행자,남,28세,경상
2018010800100114,2018년 1월 8일 08시,월요일,경기도 수원시 권선구 권선동,중상사고,0,1,0,0,차대사람 - 횡단중,신호위반,건조,맑음,단일로 - 기타,승용,여,40세,상해없음,보행자,여,61세,중상
2018010800100147,2018년 1월 8일 09시,월요일,경기도 수원시 팔달구 인계동,경상사고,0,0,4,0,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,여,49세,상해없음,승용,여,50세,경상
2018010800100261,2018년 1월 8일 13시,월요일,경기도 수원시 권선구 호매실동,경상사고,0,0,3,0,차대차 - 측면충돌,신호위반,건조,맑음,교차로 - 교차로안,승용,여,48세,상해없음,승용,남,59세,경상
2018010800100288,2018년 1월 8일 14시,월요일,경기도 수원시 팔달구 인계동,경상사고,0,0,1,0,차대사람 - 기타,보행자보호의무위반,건조,맑음,교차로 - 교차로안,승용,남,68세,상해없음,보행자,남,55세,경상
2018010800100346,2018년 1월 8일 16시,월요일,경기도 수원시 장안구 영화동,중상사고,0,1,0,0,차대사람 - 차도통행중,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,60세,상해없음,보행자,남,68세,중상
2018010800100347,2018년 1월 8일 16시,월요일,경기도 수원시 팔달구 팔달로3가,경상사고,0,0,5,0,차대차 - 기타,안전거리미확보,건조,맑음,교차로 - 교차로안,승합,남,42세,경상,승용,남,19세,경상
2018010800100427,2018년 1월 8일 18시,월요일,경기도 수원시 팔달구 매산로1가,경상사고,0,0,1,0,차대차 - 측면충돌,교차로운행방법위반,젖음/습기,눈,교차로 - 교차로부근,승합,남,45세,상해없음,승용,남,36세,경상
2018010800100554,2018년 1월 8일 21시,월요일,경기도 수원시 장안구 천천동,부상신고사고,0,0,0,1,차대차 - 기타,안전거리미확보,젖음/습기,비,단일로 - 기타,승용,여,31세,상해없음,승합,여,54세,부상신고
2018010900100010,2018년 1월 9일 00시,화요일,경기도 수원시 팔달구 매교동,경상사고,0,0,1,0,차대차 - 추돌,안전운전불이행,적설,맑음,단일로 - 기타,승용,남,48세,상해없음,승용,남,24세,경상
2018010900100032,2018년 1월 9일 01시,화요일,경기도 수원시 권선구 권선동,경상사고,0,0,1,0,차대차 - 기타,교차로운행방법위반,건조,맑음,교차로 - 교차로안,화물,남,59세,기타불명,승용,남,48세,경상
2018010900100127,2018년 1월 9일 08시,화요일,경기도 수원시 권선구 금곡동,경상사고,0,0,2,0,차대차 - 측면충돌,안전운전불이행,서리/결빙,눈,단일로 - 기타,승용,여,50세,상해없음,승용,남,50세,경상
2018010900100391,2018년 1월 9일 16시,화요일,경기도 수원시 팔달구 인계동,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,건조,맑음,교차로 - 교차로안,승용,여,41세,상해없음,승용,여,50세,경상
2018010900100481,2018년 1월 9일 18시,화요일,경기도 수원시 권선구 권선동,중상사고,0,1,0,0,차대차 - 측면충돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,38세,상해없음,이륜,남,31세,중상
2018010900100482,2018년 1월 9일 18시,화요일,경기도 수원시 영통구 이의동,경상사고,0,0,1,0,차대차 - 측면충돌,신호위반,건조,맑음,교차로 - 교차로부근,승합,남,52세,상해없음,승용,남,43세,상해없음
2018010900100525,2018년 1월 9일 19시,화요일,경기도 수원시 장안구 연무동,중상사고,0,1,0,0,차대사람 - 횡단중,신호위반,건조,맑음,교차로 - 교차로횡단보도내,화물,남,46세,상해없음,보행자,여,58세,중상
2018010900100529,2018년 1월 9일 19시,화요일,경기도 수원시 권선구 세류동,경상사고,0,0,1,0,차대차 - 기타,교차로운행방법위반,건조,맑음,교차로 - 교차로안,승합,남,60세,상해없음,승합,남,52세,경상
2018010900100627,2018년 1월 9일 23시,화요일,경기도 수원시 장안구 하광교동,경상사고,0,0,1,0,차대차 - 기타,중앙선침범,적설,눈,단일로 - 기타,승용,여,53세,상해없음,승합,남,33세,경상
2018010900100629,2018년 1월 9일 23시,화요일,경기도 수원시 팔달구 매산로2가,중상사고,0,1,1,0,차대차 - 추돌,안전운전불이행,젖음/습기,눈,기타 - 기타,승용,남,49세,상해없음,승용,남,64세,중상
2018011000100100,2018년 1월 10일 08시,수요일,경기도 수원시 영통구 영통동,중상사고,0,1,1,0,차대차 - 측면충돌,신호위반,젖음/습기,맑음,교차로 - 교차로안,승용,남,64세,상해없음,승용,남,43세,경상
2018011000100102,2018년 1월 10일 08시,수요일,경기도 수원시 권선구 세류동,경상사고,0,0,1,0,차대차 - 측면충돌,안전거리미확보,건조,맑음,교차로 - 교차로부근,승용,여,51세,상해없음,승용,남,31세,경상
2018011000100103,2018년 1월 10일 08시,수요일,경기도 수원시 장안구 파장동,경상사고,0,0,1,0,차대차 - 기타,안전거리미확보,건조,맑음,기타 - 기타,승합,남,42세,상해없음,승용,여,45세,경상
2018011000100223,2018년 1월 10일 11시,수요일,경기도 수원시 영통구 원천동,경상사고,0,0,2,0,차대차 - 측면충돌,차로위반,젖음/습기,맑음,단일로 - 기타,승합,남,50세,상해없음,승용,남,26세,경상
2018011000100225,2018년 1월 10일 11시,수요일,경기도 수원시 팔달구 교동,경상사고,0,0,1,0,차대차 - 기타,안전거리미확보,건조,맑음,교차로 - 교차로안,승용,여,53세,상해없음,화물,남,63세,경상
2018011000100319,2018년 1월 10일 14시,수요일,경기도 수원시 장안구 율전동,부상신고사고,0,0,0,1,차대차 - 추돌,차로위반,건조,맑음,단일로 - 기타,화물,남,58세,상해없음,승용,남,46세,부상신고
2018011000100356,2018년 1월 10일 15시,수요일,경기도 수원시 장안구 천천동,중상사고,0,1,0,0,차대차 - 기타,교차로운행방법위반,건조,맑음,교차로 - 교차로안,승합,남,40세,상해없음,이륜,남,49세,중상
2018011000100357,2018년 1월 10일 15시,수요일,경기도 수원시 팔달구 남창동,경상사고,0,0,1,0,차량단독 - 기타,안전운전불이행,젖음/습기,눈,단일로 - 기타,화물,남,23세,경상,,,,
2018011000100396,2018년 1월 10일 16시,수요일,경기도 수원시 장안구 정자동,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,이륜,남,37세,상해없음,보행자,남,51세,경상
2018011000100397,2018년 1월 10일 16시,수요일,경기도 수원시 장안구 영화동,부상신고사고,0,0,0,1,차대차 - 기타,교차로운행방법위반,서리/결빙,흐림,교차로 - 교차로안,이륜,남,36세,부상신고,승용,남,30세,상해없음
2018011000100447,2018년 1월 10일 17시,수요일,경기도 수원시 영통구 하동,경상사고,0,0,1,0,차대차 - 측면충돌,안전거리미확보,기타,맑음,단일로 - 기타,승용,남,28세,상해없음,화물,남,30세,경상
2018011000100639,2018년 1월 10일 21시,수요일,경기도 수원시 팔달구 인계동,경상사고,0,0,3,0,차대차 - 기타,차로위반,건조,맑음,교차로 - 교차로부근,승용,남,62세,상해없음,승용,여,34세,경상
2018011000100680,2018년 1월 10일 22시,수요일,경기도 수원시 영통구 망포동,중상사고,0,1,0,0,차대사람 - 횡단중,신호위반,건조,맑음,교차로 - 교차로안,승합,남,55세,상해없음,보행자,여,17세,중상
2018011000100681,2018년 1월 10일 22시,수요일,경기도 수원시 영통구 망포동,경상사고,0,0,3,0,차대차 - 추돌,안전거리미확보,건조,맑음,교차로 - 교차로부근,승용,남,58세,상해없음,승용,남,40세,경상
2018011000100684,2018년 1월 10일 22시,수요일,경기도 수원시 팔달구 매산로1가,경상사고,0,0,1,0,차대사람 - 횡단중,안전운전불이행,건조,맑음,교차로 - 교차로횡단보도내,승용,남,23세,상해없음,보행자,남,41세,경상
2018011000100723,2018년 1월 10일 23시,수요일,경기도 수원시 장안구 송죽동,중상사고,0,1,0,0,차대차 - 기타,중앙선침범,건조,맑음,단일로 - 기타,승용,남,61세,상해없음,이륜,남,34세,중상
2018011100100016,2018년 1월 11일 00시,목요일,경기도 수원시 권선구 세류동,경상사고,0,0,2,0,차대차 - 기타,안전운전불이행,서리/결빙,기타,단일로 - 기타,승용,남,26세,상해없음,승용,남,37세,기타불명
2018011100100089,2018년 1월 11일 06시,목요일,경기도 수원시 영통구 하동,중상사고,0,1,0,0,차대사람 - 횡단중,신호위반,건조,맑음,단일로 - 기타,승용,남,47세,상해없음,보행자,남,47세,중상
2018011100100109,2018년 1월 11일 07시,목요일,경기도 수원시 영통구 영통동,중상사고,0,3,0,0,차량단독 - 공작물충돌,안전운전불이행,서리/결빙,맑음,단일로 - 기타,승용,남,25세,상해없음,,,,
2018011100100125,2018년 1월 11일 08시,목요일,경기도 수원시 장안구 천천동,경상사고,0,0,1,0,차대차 - 추돌,안전거리미확보,젖음/습기,맑음,교차로 - 교차로부근,화물,남,57세,상해없음,승용,여,30세,경상
2018011100100128,2018년 1월 11일 08시,목요일,경기도 수원시 영통구 영통동,경상사고,0,0,1,0,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,여,44세,상해없음,승합,남,39세,경상
2018011100100155,2018년 1월 11일 09시,목요일,경기도 수원시 장안구 조원동,중상사고,0,1,0,0,차대사람 - 기타,교차로운행방법위반,건조,맑음,교차로 - 교차로안,승용,여,53세,상해없음,보행자,남,87세,중상
2018011100100226,2018년 1월 11일 11시,목요일,경기도 수원시 장안구 정자동,경상사고,0,0,1,0,차대차 - 기타,안전거리미확보,젖음/습기,맑음,단일로 - 기타,승용,남,67세,상해없음,원동기,남,53세,경상
2018011100100231,2018년 1월 11일 11시,목요일,경기도 수원시 권선구 곡반정동,경상사고,0,0,1,0,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 기타,승합,남,57세,상해없음,승용,여,55세,경상
2018011100100258,2018년 1월 11일 12시,목요일,경기도 수원시 팔달구 우만동,경상사고,0,0,2,0,차대차 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승합,남,47세,기타불명,승용,여,35세,경상
2018011100100259,2018년 1월 11일 12시,목요일,경기도 수원시 장안구 조원동,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,78세,상해없음,승용,남,31세,경상
2018011100100292,2018년 1월 11일 13시,목요일,경기도 수원시 장안구 율전동,중상사고,0,1,0,0,차대사람 - 기타,교차로운행방법위반,건조,맑음,교차로 - 교차로안,승용,남,53세,상해없음,보행자,여,36세,중상
2018011100100298,2018년 1월 11일 13시,목요일,경기도 수원시 권선구 오목천동,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,건설기계,남,33세,상해없음,승용,남,51세,경상
2018011100100321,2018년 1월 11일 14시,목요일,경기도 수원시 팔달구 화서동,중상사고,0,1,0,0,차대사람 - 기타,안전운전불이행,건조,맑음,단일로 - 터널,승합,남,67세,상해없음,보행자,남,49세,중상
2018011100100322,2018년 1월 11일 14시,목요일,경기도 수원시 팔달구 화서동,경상사고,0,0,1,0,차대차 - 추돌,안전운전불이행,젖음/습기,맑음,교차로 - 교차로부근,승용,남,45세,상해없음,승용,남,70세,경상
2018011100100323,2018년 1월 11일 14시,목요일,경기도 수원시 권선구 권선동,중상사고,0,1,0,0,차대사람 - 기타,안전운전불이행,건조,맑음,기타 - 기타,이륜,남,37세,상해없음,보행자,여,74세,중상
2018011100100432,2018년 1월 11일 18시,목요일,경기도 수원시 장안구 율전동,경상사고,0,0,1,0,차대차 - 추돌,안전거리미확보,건조,맑음,단일로 - 기타,승합,남,65세,상해없음,승용,여,31세,경상
2018011100100439,2018년 1월 11일 18시,목요일,경기도 수원시 팔달구 인계동,경상사고,0,0,1,0,차대사람 - 횡단중,안전운전불이행,건조,맑음,교차로 - 교차로안,승용,남,53세,상해없음,보행자,여,36세,경상
