사고번호,사고일시,요일,시군구,사고내용,사망자수,중상자수,경상자수,부상신고자수,사고유형,법규위반,노면상태,기상상태,도로형태,가해운전자 차종,가해운전자 성별,가해운전자 연령,가해운전자 상해정도,피해운전자 차종,피해운전자 성별,피해운전자 연령,피해운전자 상해정도
2021010100100062,2021년 1월 1일 11시,금요일,경기도 수원시 팔달구 매향동,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,25세,상해없음,승용,여,28세,경상
2021010100100100,2021년 1월 1일 14시,금요일,경기도 수원시 권선구 고색동,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,건조,맑음,교차로 - 교차로부근,기타불명,기타불명,미분류,기타불명,보행자,여,9세,경상
2021010100100215,2021년 1월 1일 20시,금요일,경기도 수원시 팔달구 인계동,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,37세,상해없음,보행자,남,20세,경상
2021010100100230,2021년 1월 1일 21시,금요일,경기도 수원시 팔달구 화서동,경상사고,0,0,1,0,차대차 - 추돌,안전운전불이행,건조,흐림,교차로 - 교차로안,승용,남,53세,상해없음,승용,여,56세,경상
2021010100100234,2021년 1월 1일 21시,금요일,경기도 수원시 권선구 오목천동,사망사고,1,0,0,0,차대사람 - 기타,기타,건조,맑음,단일로 - 기타,승용,남,68세,상해없음,보행자,남,54세,사망
2021010100100235,2021년 1월 1일 21시,금요일,경기도 수원시 팔달구 매산로2가,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,43세,상해없음,보행자,남,41세,경상
2021010100100250,2021년 1월 1일 22시,금요일,경기도 수원시 장안구 파장동,중상사고,0,1,0,0,차대차 - 측면충돌,안전거리미확보,건조,맑음,단일로 - 기타,승용,여,40세,상해없음,승용,여,52세,중상
2021010200100045,2021년 1월 2일 09시,토요일,경기도 수원시 영통구 매탄동,경상사고,0,0,1,0,차대차 - 기타,교차로운행방법위반,건조,맑음,교차로 - 교차로부근,승용,여,59세,상해없음,승용,남,39세,경상
2021010200100058,2021년 1월 2일 10시,토요일,경기도 수원시 권선구 권선동,중상사고,0,1,0,0,차대차 - 측면충돌,신호위반,건조,맑음,교차로 - 교차로안,승용,여,49세,상해없음,이륜,남,21세,중상
2021010200100103,2021년 1월 2일 12시,토요일,경기도 수원시 장안구 연무동,부상신고사고,0,0,0,1,차대사람 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,자전거,남,66세,부상신고,보행자,남,68세,상해없음
2021010200100110,2021년 1월 2일 12시,토요일,경기도 수원시 권선구 서둔동,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,이륜,남,35세,상해없음,승용,남,64세,경상
2021010200100146,2021년 1월 2일 13시,토요일,경기도 수원시 장안구 정자동,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승용,여,48세,상해없음,보행자,여,33세,경상
2021010200100181,2021년 1월 2일 14시,토요일,경기도 수원시 팔달구 인계동,경상사고,0,0,1,0,차대차 - 후진중충돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,여,32세,상해없음,승용,여,64세,경상
2021010200100257,2021년 1월 2일 17시,토요일,경기도 수원시 팔달구 화서동,경상사고,0,0,1,0,차대사람 - 기타,불법유턴,건조,맑음,단일로 - 기타,승용,남,30세,상해없음,보행자,남,75세,경상
2021010200100262,2021년 1월 2일 17시,토요일,경기도 수원시 영통구 이의동,경상사고,0,0,1,0,차대차 - 측면충돌,안전운전불이행,건조,맑음,교차로 - 교차로안,자전거,여,38세,경상,승용,남,49세,상해없음
2021010200100329,2021년 1월 2일 19시,토요일,경기도 수원시 권선구 탑동,경상사고,0,0,3,0,차대차 - 기타,직진우회전진행방해,건조,맑음,교차로 - 교차로안,승용,남,57세,상해없음,승용,남,40세,경상
2021010200100353,2021년 1월 2일 20시,토요일,경기도 수원시 장안구 천천동,부상신고사고,0,0,0,1,차대차 - 측면충돌,신호위반,건조,맑음,교차로 - 교차로안,이륜,남,18세,부상신고,승용,남,68세,상해없음
2021010200100354,2021년 1월 2일 20시,토요일,경기도 수원시 장안구 송죽동,부상신고사고,0,0,0,1,차대차 - 기타,안전운전불이행,건조,맑음,교차로 - 교차로안,이륜,남,58세,부상신고,승용,남,27세,상해없음
2021010200100359,2021년 1월 2일 20시,토요일,경기도 수원시 팔달구 인계동,중상사고,0,1,0,0,차대사람 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승합,남,47세,상해없음,보행자,남,51세,중상
2021010200100400,2021년 1월 2일 21시,토요일,경기도 수원시 팔달구 매산로3가,사망사고,1,0,0,0,차대차 - 측면충돌,신호위반,건조,맑음,교차로 - 교차로안,승용,남,41세,상해없음,이륜,남,55세,사망
2021010200100424,2021년 1월 2일 22시,토요일,경기도 수원시 권선구 권선동,경상사고,0,0,1,0,차대차 - 기타,교차로운행방법위반,건조,맑음,교차로 - 교차로안,승용,남,37세,상해없음,이륜,남,26세,경상
2021010300100039,2021년 1월 3일 10시,일요일,경기도 수원시 권선구 권선동,경상사고,0,0,1,0,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,46세,상해없음,승용,남,31세,경상
2021010300100052,2021년 1월 3일 11시,일요일,경기도 수원시 권선구 고색동,경상사고,0,0,1,0,차대차 - 기타,안전거리미확보,건조,맑음,단일로 - 기타,승용,여,63세,상해없음,승용,남,77세,경상
2021010300100247,2021년 1월 3일 23시,일요일,경기도 수원시 권선구 권선동,경상사고,0,0,1,0,차대차 - 측면충돌,안전거리미확보,건조,맑음,단일로 - 기타,원동기,남,43세,경상,승용,여,27세,상해없음
2021010400100010,2021년 1월 4일 03시,월요일,경기도 수원시 권선구 권선동,경상사고,0,0,1,0,차대사람 - 횡단중,보행자보호의무위반,건조,맑음,단일로 - 기타,승용,남,69세,상해없음,보행자,여,25세,경상
2021010400100017,2021년 1월 4일 06시,월요일,경기도 수원시 장안구 파장동,경상사고,0,0,1,0,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 기타,화물,남,57세,상해없음,승용,남,53세,경상
2021010400100046,2021년 1월 4일 08시,월요일,경기도 수원시 팔달구 우만동,경상사고,0,0,2,0,차대차 - 기타,안전거리미확보,건조,맑음,교차로 - 교차로부근,승용,여,43세,상해없음,승용,남,62세,상해없음
2021010400100049,2021년 1월 4일 08시,월요일,경기도 수원시 권선구 서둔동,경상사고,0,0,2,0,차대차 - 기타,교차로운행방법위반,건조,맑음,교차로 - 교차로안,승용,여,22세,상해없음,승합,남,55세,상해없음
2021010400100112,2021년 1월 4일 11시,월요일,경기도 수원시 팔달구 우만동,경상사고,0,0,1,0,차대사람 - 기타,기타,건조,맑음,단일로 - 기타,승용,남,80세,상해없음,보행자,여,25세,경상
2021010400100117,2021년 1월 4일 11시,월요일,경기도 수원시 권선구 권선동,중상사고,0,1,0,0,차대차 - 측면충돌,안전운전불이행,건조,맑음,교차로 - 교차로부근,승용,남,36세,상해없음,자전거,남,79세,중상
2021010400100133,2021년 1월 4일 12시,월요일,경기도 수원시 팔달구 우만동,경상사고,0,0,1,0,차대차 - 측면충돌,불법유턴,건조,맑음,교차로 - 교차로안,자전거,남,75세,경상,승용,남,55세,상해없음
2021010400100155,2021년 1월 4일 13시,월요일,경기도 수원시 권선구 탑동,중상사고,0,1,0,0,차대사람 - 기타,기타,건조,맑음,단일로 - 기타,승용,남,37세,상해없음,보행자,여,53세,중상
2021010400100232,2021년 1월 4일 16시,월요일,경기도 수원시 팔달구 인계동,중상사고,0,1,0,0,차대사람 - 기타,안전운전불이행,건조,맑음,교차로 - 교차로안,화물,남,65세,상해없음,보행자,남,72세,중상
2021010400100266,2021년 1월 4일 17시,월요일,경기도 수원시 팔달구 매산로2가,경상사고,0,0,2,0,차대차 - 기타,교차로운행방법위반,건조,맑음,교차로 - 교차로안,승용,남,44세,경상,이륜,남,36세,경상
2021010400100303,2021년 1월 4일 18시,월요일,경기도 수원시 팔달구 인계동,경상사고,0,0,1,0,차대차 - 측면충돌,차로위반,건조,맑음,단일로 - 기타,승용,여,53세,상해없음,승용,남,62세,경상
2021010400100345,2021년 1월 4일 19시,월요일,경기도 수원시 팔달구 지동,경상사고,0,0,2,0,차대차 - 측면충돌,교차로운행방법위반,건조,맑음,교차로 - 교차로안,승합,남,56세,상해없음,승용,남,61세,경상
2021010400100353,2021년 1월 4일 19시,월요일,경기도 수원시 영통구 이의동,경상사고,0,0,4,0,차대차 - 정면충돌,신호위반,건조,맑음,교차로 - 교차로안,승용,여,36세,경상,승용,남,41세,경상
2021010400100381,2021년 1월 4일 20시,월요일,경기도 수원시 영통구 이의동,부상신고사고,0,0,0,1,차대차 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,기타불명,기타불명,미분류,기타불명,승용,여,30세,부상신고
2021010400100403,2021년 1월 4일 21시,월요일,경기도 수원시 영통구 영통동,중상사고,0,1,0,0,차대차 - 측면충돌,신호위반,건조,맑음,교차로 - 교차로안,승용,남,53세,상해없음,승용,여,36세,중상
2021010500100012,2021년 1월 5일 04시,화요일,경기도 수원시 권선구 권선동,경상사고,0,0,1,0,차대차 - 측면충돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,27세,상해없음,승용,남,43세,경상
2021010500100025,2021년 1월 5일 07시,화요일,경기도 수원시 장안구 영화동,경상사고,0,0,1,0,차대차 - 기타,차로위반,건조,흐림,단일로 - 기타,승합,남,57세,상해없음,자전거,여,47세,경상
2021010500100045,2021년 1월 5일 08시,화요일,경기도 수원시 팔달구 매산로1가,경상사고,0,0,3,0,차대차 - 기타,안전거리미확보,건조,맑음,단일로 - 기타,승용,남,26세,상해없음,승용,남,56세,경상
2021010500100046,2021년 1월 5일 08시,화요일,경기도 수원시 권선구 오목천동,경상사고,0,0,1,0,차대차 - 측면충돌,안전거리미확보,건조,맑음,단일로 - 기타,승용,남,63세,상해없음,승용,남,36세,경상
2021010500100087,2021년 1월 5일 10시,화요일,경기도 수원시 팔달구 인계동,중상사고,0,1,0,0,차대사람 - 횡단중,안전운전불이행,건조,맑음,교차로 - 교차로횡단보도내,건설기계,남,56세,상해없음,보행자,남,56세,중상
2021010500100088,2021년 1월 5일 10시,화요일,경기도 수원시 영통구 이의동,경상사고,0,0,1,0,차대차 - 기타,중앙선침범,서리/결빙,맑음,단일로 - 기타,화물,남,31세,상해없음,이륜,남,27세,경상
2021010500100235,2021년 1월 5일 16시,화요일,경기도 수원시 팔달구 우만동,경상사고,0,0,2,0,차대차 - 기타,기타,건조,맑음,교차로 - 교차로안,이륜,남,53세,경상,승용,여,52세,경상
2021010500100269,2021년 1월 5일 17시,화요일,경기도 수원시 팔달구 인계동,중상사고,0,1,0,0,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,53세,상해없음,승용,남,30세,중상
2021010500100271,2021년 1월 5일 17시,화요일,경기도 수원시 권선구 평동,경상사고,0,0,1,1,차대차 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,25세,부상신고,승용,여,39세,경상
2021010500100303,2021년 1월 5일 18시,화요일,경기도 수원시 팔달구 화서동,경상사고,0,0,1,0,차대차 - 기타,신호위반,건조,맑음,단일로 - 기타,승용,남,68세,상해없음,승용,남,25세,경상
2021010500100359,2021년 1월 5일 19시,화요일,경기도 수원시 영통구 매탄동,경상사고,0,0,1,1,차대차 - 측면충돌,중앙선침범,기타,맑음,단일로 - 기타,이륜,남,51세,부상신고,이륜,남,32세,경상
2021010600100035,2021년 1월 6일 06시,수요일,경기도 수원시 영통구 이의동,중상사고,0,1,0,0,차량단독 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승용,여,61세,상해없음,,,,
2021010600100050,2021년 1월 6일 07시,수요일,경기도 수원시 장안구 천천동,경상사고,0,0,1,0,차대사람 - 횡단중,보행자보호의무위반,건조,맑음,교차로 - 교차로횡단보도내,승용,남,41세,상해없음,보행자,남,23세,경상
2021010600100158,2021년 1월 6일 12시,수요일,경기도 수원시 영통구 영통동,경상사고,0,0,1,0,차대차 - 측면충돌,중앙선침범,건조,맑음,단일로 - 기타,승용,남,23세,상해없음,화물,남,39세,경상
2021010600100187,2021년 1월 6일 13시,수요일,경기도 수원시 팔달구 인계동,경상사고,0,0,1,0,차대차 - 후진중충돌,안전운전불이행,건조,맑음,교차로 - 교차로안,자전거,남,20세,경상,승합,남,62세,상해없음
2021010600100291,2021년 1월 6일 16시,수요일,경기도 수원시 권선구 세류동,경상사고,0,0,2,0,차대차 - 측면충돌,교차로운행방법위반,건조,맑음,교차로 - 교차로부근,승용,여,25세,상해없음,화물,남,43세,경상
2021010600100442,2021년 1월 6일 20시,수요일,경기도 수원시 장안구 파장동,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,서리/결빙,눈,단일로 - 기타,승용,남,67세,상해없음,승용,남,50세,경상
2021010600100450,2021년 1월 6일 20시,수요일,경기도 수원시 영통구 원천동,경상사고,0,0,1,0,차대차 - 정면충돌,안전운전불이행,적설,눈,교차로 - 교차로안,승용,남,24세,상해없음,이륜,남,28세,경상
2021010600100451,2021년 1월 6일 20시,수요일,경기도 수원시 권선구 세류동,경상사고,0,0,1,0,차대차 - 추돌,안전운전불이행,서리/결빙,눈,단일로 - 기타,승용,여,28세,상해없음,승용,남,38세,경상
2021010600100493,2021년 1월 6일 21시,수요일,경기도 수원시 팔달구 우만동,경상사고,0,0,1,0,차대차 - 추돌,안전운전불이행,적설,눈,교차로 - 교차로부근,승용,여,59세,상해없음,승용,남,24세,경상
2021010600100502,2021년 1월 6일 21시,수요일,경기도 수원시 영통구 매탄동,경상사고,0,0,1,0,차대차 - 추돌,안전운전불이행,적설,눈,교차로 - 교차로부근,승용,남,38세,상해없음,승용,남,72세,경상
2021010600100507,2021년 1월 6일 21시,수요일,경기도 수원시 권선구 서둔동,부상신고사고,0,0,0,1,차대차 - 측면충돌,안전운전불이행,적설,눈,교차로 - 교차로부근,자전거,남,49세,부상신고,승용,남,40세,상해없음
2021010600100508,2021년 1월 6일 21시,수요일,경기도 수원시 권선구 금곡동,경상사고,0,0,1,0,차량단독 - 기타,안전운전불이행,적설,눈,단일로 - 기타,승용,남,37세,상해없음,,,,
2021010600100550,2021년 1월 6일 22시,수요일,경기도 수원시 영통구 영통동,경상사고,0,0,1,0,차대차 - 추돌,안전운전불이행,적설,눈,단일로 - 기타,승용,여,40세,상해없음,승용,여,44세,경상
2021010600100574,2021년 1월 6일 23시,수요일,경기도 수원시 팔달구 우만동,경상사고,0,0,1,0,차대차 - 추돌,안전운전불이행,적설,흐림,교차로 - 교차로안,승용,남,31세,상해없음,승용,남,32세,경상
2021010700100011,2021년 1월 7일 01시,목요일,경기도 수원시 영통구 매탄동,경상사고,0,0,3,0,차대차 - 측면충돌,안전운전불이행,서리/결빙,눈,교차로 - 교차로부근,승용,남,38세,상해없음,승용,남,58세,경상
2021010700100042,2021년 1월 7일 07시,목요일,경기도 수원시 권선구 권선동,경상사고,0,0,1,0,차대차 - 추돌,안전운전불이행,적설,눈,단일로 - 기타,승용,남,43세,상해없음,승용,남,27세,경상
2021010700100060,2021년 1월 7일 08시,목요일,경기도 수원시 권선구 고색동,경상사고,0,0,1,0,차대차 - 측면충돌,안전거리미확보,서리/결빙,맑음,단일로 - 기타,승용,남,46세,상해없음,승용,남,34세,경상
2021010700100085,2021년 1월 7일 09시,목요일,경기도 수원시 권선구 호매실동,중상사고,0,1,5,0,차대차 - 측면충돌,신호위반,서리/결빙,맑음,교차로 - 교차로안,화물,남,46세,상해없음,승용,여,41세,경상
2021010700100183,2021년 1월 7일 13시,목요일,경기도 수원시 권선구 호매실동,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,건조,맑음,단일로 - 터널,화물,남,47세,기타불명,승합,남,58세,경상
2021010800100052,2021년 1월 8일 08시,금요일,경기도 수원시 영통구 이의동,경상사고,0,0,1,0,차대차 - 추돌,안전운전불이행,젖음/습기,맑음,단일로 - 기타,승용,남,21세,상해없음,승용,남,28세,경상
2021010800100105,2021년 1월 8일 11시,금요일,경기도 수원시 팔달구 지동,경상사고,0,0,2,0,차대차 - 기타,안전운전불이행,젖음/습기,흐림,단일로 - 기타,화물,남,53세,상해없음,승용,남,31세,경상
2021010800100135,2021년 1월 8일 12시,금요일,경기도 수원시 장안구 조원동,부상신고사고,0,0,0,1,차대차 - 추돌,안전거리미확보,젖음/습기,흐림,교차로 - 교차로부근,이륜,남,30세,부상신고,승용,남,56세,상해없음
2021010800100169,2021년 1월 8일 13시,금요일,경기도 수원시 장안구 조원동,경상사고,0,0,1,0,차대차 - 측면충돌,교차로운행방법위반,건조,맑음,교차로 - 교차로안,승용,여,44세,상해없음,승용,여,35세,경상
2021010800100284,2021년 1월 8일 16시,금요일,경기도 수원시 권선구 권선동,경상사고,0,0,3,0,차대차 - 추돌,안전운전불이행,서리/결빙,맑음,교차로 - 교차로횡단보도내,승용,남,41세,상해없음,승용,남,51세,경상
2021010800100288,2021년 1월 8일 16시,금요일,경기도 수원시 팔달구 매산로1가,경상사고,0,0,1,0,차대차 - 측면충돌,안전거리미확보,젖음/습기,맑음,교차로 - 교차로안,승용,남,53세,상해없음,승합,남,40세,경상
2021010800100509,2021년 1월 8일 22시,금요일,경기도 수원시 권선구 권선동,경상사고,0,0,1,0,차대사람 - 길가장자리구역통행중,안전운전불이행,서리/결빙,흐림,단일로 - 기타,화물,남,48세,상해없음,보행자,남,52세,경상
2021010900100040,2021년 1월 9일 08시,토요일,경기도 수원시 팔달구 고등동,부상신고사고,0,0,0,1,차량단독 - 공작물충돌,안전운전불이행,서리/결빙,맑음,단일로 - 기타,화물,남,53세,부상신고,,,,
2021010900100075,2021년 1월 9일 10시,토요일,경기도 수원시 장안구 송죽동,경상사고,0,0,2,0,차대차 - 추돌,안전운전불이행,젖음/습기,맑음,단일로 - 기타,승용,여,29세,상해없음,승용,남,33세,경상
2021010900100076,2021년 1월 9일 10시,토요일,경기도 수원시 권선구 고색동,경상사고,0,0,1,0,차대차 - 추돌,안전거리미확보,서리/결빙,맑음,교차로 - 교차로부근,승용,남,25세,상해없음,승용,여,31세,경상
2021010900100109,2021년 1월 9일 11시,토요일,경기도 수원시 영통구 영통동,경상사고,0,0,1,0,차대차 - 기타,교차로운행방법위반,건조,맑음,교차로 - 교차로횡단보도내,승합,남,56세,상해없음,승용,남,42세,경상
2021010900100179,2021년 1월 9일 13시,토요일,경기도 수원시 장안구 파장동,경상사고,0,0,4,1,차대차 - 추돌,안전거리미확보,건조,맑음,단일로 - 기타,승용,남,23세,부상신고,승용,여,34세,경상
2021010900100181,2021년 1월 9일 13시,토요일,경기도 수원시 권선구 권선동,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,적설,맑음,단일로 - 기타,이륜,남,40세,경상,승용,남,26세,상해없음
2021010900100214,2021년 1월 9일 14시,토요일,경기도 수원시 영통구 영통동,경상사고,0,0,2,0,차대차 - 기타,안전운전불이행,건조,맑음,교차로 - 교차로안,승합,남,37세,상해없음,화물,남,25세,경상
2021010900100342,2021년 1월 9일 18시,토요일,경기도 수원시 팔달구 우만동,경상사고,0,0,1,0,차대차 - 후진중충돌,안전운전불이행,젖음/습기,맑음,교차로 - 교차로부근,승용,남,61세,상해없음,승용,여,37세,경상
2021011000100001,2021년 1월 10일 00시,일요일,경기도 수원시 팔달구 인계동,중상사고,0,1,0,0,차대차 - 측면충돌,교차로운행방법위반,서리/결빙,흐림,교차로 - 교차로안,승용,남,36세,상해없음,승용,여,57세,중상
2021011000100019,2021년 1월 10일 06시,일요일,경기도 수원시 팔달구 화서동,부상신고사고,0,0,0,1,차대차 - 기타,불법유턴,건조,맑음,교차로 - 교차로횡단보도내,자전거,남,79세,부상신고,화물,남,39세,상해없음
2021011000100101,2021년 1월 10일 13시,일요일,경기도 수원시 장안구 율전동,경상사고,0,0,1,0,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 기타,화물,남,55세,상해없음,승용,남,27세,경상
2021011000100273,2021년 1월 10일 19시,일요일,경기도 수원시 권선구 호매실동,경상사고,0,0,1,0,차대차 - 측면충돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,27세,상해없음,승용,남,61세,경상
2021011000100298,2021년 1월 10일 20시,일요일,경기도 수원시 팔달구 인계동,중상사고,0,2,0,0,차대차 - 추돌,안전운전불이행,젖음/습기,맑음,교차로 - 교차로부근,승용,남,28세,상해없음,승용,남,47세,중상
2021011000100299,2021년 1월 10일 20시,일요일,경기도 수원시 팔달구 인계동,경상사고,0,0,3,0,차대차 - 기타,안전운전불이행,건조,맑음,기타 - 기타,승용,남,26세,경상,승용,남,22세,경상
2021011100100031,2021년 1월 11일 07시,월요일,경기도 수원시 장안구 조원동,경상사고,0,0,1,0,차대사람 - 횡단중,보행자보호의무위반,건조,맑음,교차로 - 교차로횡단보도내,승용,여,47세,상해없음,보행자,남,48세,경상
2021011100100064,2021년 1월 11일 08시,월요일,경기도 수원시 장안구 영화동,경상사고,0,0,1,0,차대사람 - 길가장자리구역통행중,안전운전불이행,젖음/습기,맑음,교차로 - 교차로안,승용,여,56세,상해없음,보행자,남,38세,경상
2021011100100273,2021년 1월 11일 15시,월요일,경기도 수원시 권선구 금곡동,경상사고,0,0,1,0,차대차 - 추돌,안전거리미확보,건조,맑음,교차로 - 교차로부근,승용,남,33세,상해없음,승용,남,59세,경상
2021011100100274,2021년 1월 11일 15시,월요일,경기도 수원시 권선구 고색동,경상사고,0,0,1,0,차대차 - 기타,신호위반,해빙,맑음,교차로 - 교차로안,승용,남,62세,상해없음,승용,남,28세,경상
2021011100100424,2021년 1월 11일 19시,월요일,경기도 수원시 팔달구 인계동,경상사고,0,0,1,0,차대차 - 측면충돌,안전운전불이행,건조,맑음,교차로 - 교차로횡단보도내,승합,여,56세,상해없음,이륜,남,44세,경상
2021011100100464,2021년 1월 11일 20시,월요일,경기도 수원시 권선구 입북동,경상사고,0,0,1,0,차대차 - 측면충돌,안전거리미확보,건조,맑음,단일로 - 기타,승용,남,24세,상해없음,승용,남,33세,경상
2021011100100495,2021년 1월 11일 21시,월요일,경기도 수원시 권선구 권선동,경상사고,0,0,1,0,차대차 - 후진중충돌,안전운전불이행,건조,맑음,교차로 - 교차로부근,승용,남,58세,상해없음,승용,남,34세,경상
2021011100100497,2021년 1월 11일 21시,월요일,경기도 수원시 권선구 탑동,경상사고,0,0,5,0,차대차 - 추돌,안전운전불이행,젖음/습기,맑음,단일로 - 기타,승용,여,32세,상해없음,승용,남,63세,경상
2021011100100541,2021년 1월 11일 23시,월요일,경기도 수원시 장안구 파장동,경상사고,0,0,1,0,차대차 - 기타,기타,건조,맑음,교차로 - 교차로부근,화물,남,62세,상해없음,화물,남,40세,경상
2021011200100018,2021년 1월 12일 06시,화요일,경기도 수원시 권선구 서둔동,경상사고,0,0,1,0,차대차 - 정면충돌,신호위반,건조,맑음,교차로 - 교차로안,승용,남,23세,상해없음,화물,남,57세,경상
2021011200100150,2021년 1월 12일 12시,화요일,경기도 수원시 장안구 율전동,부상신고사고,0,0,0,1,차대차 - 측면충돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,25세,상해없음,승용,남,22세,부상신고
2021011200100186,2021년 1월 12일 13시,화요일,경기도 수원시 장안구 영화동,경상사고,0,0,1,0,차대차 - 기타,교차로운행방법위반,건조,맑음,교차로 - 교차로안,승용,남,31세,상해없음,화물,남,60세,경상
2021011200100189,2021년 1월 12일 13시,화요일,경기도 수원시 영통구 하동,중상사고,0,1,4,0,차대차 - 추돌,안전운전불이행,서리/결빙,맑음,단일로 - 기타,승용,여,42세,경상,화물,남,47세,중상
2021011200100252,2021년 1월 12일 15시,화요일,경기도 수원시 장안구 정자동,중상사고,0,1,0,0,차대차 - 기타,신호위반,젖음/습기,흐림,교차로 - 교차로안,승용,여,42세,상해없음,이륜,남,25세,중상
2021011200100257,2021년 1월 12일 15시,화요일,경기도 수원시 권선구 고색동,경상사고,0,0,1,0,차대차 - 기타,안전거리미확보,건조,맑음,단일로 - 기타,승용,여,29세,상해없음,승용,남,21세,경상
2021011200100337,2021년 1월 12일 18시,화요일,경기도 수원시 장안구 연무동,경상사고,0,0,1,0,차대차 - 측면충돌,교차로운행방법위반,적설,눈,교차로 - 교차로안,승용,남,40세,기타불명,화물,남,31세,경상
2021011200100343,2021년 1월 12일 18시,화요일,경기도 수원시 권선구 세류동,중상사고,0,1,0,0,차대사람 - 횡단중,보행자보호의무위반,서리/결빙,흐림,교차로 - 교차로부근,승용,남,37세,상해없음,보행자,여,44세,중상
2021011200100436,2021년 1월 12일 21시,화요일,경기도 수원시 팔달구 인계동,경상사고,0,0,2,0,차대차 - 추돌,안전운전불이행,적설,눈,단일로 - 기타,승용,남,21세,상해없음,승용,남,21세,경상
2021011200100466,2021년 1월 12일 23시,화요일,경기도 수원시 팔달구 인계동,경상사고,0,0,1,0,차대차 - 측면충돌,교차로운행방법위반,서리/결빙,흐림,교차로 - 교차로안,승용,남,23세,상해없음,승용,남,24세,경상
2021011300100023,2021년 1월 13일 05시,수요일,경기도 수원시 장안구 연무동,경상사고,0,0,5,0,차대차 - 기타,신호위반,건조,맑음,교차로 - 교차로안,화물,남,60세,상해없음,승합,남,53세,상해없음
2021011300100077,2021년 1월 13일 08시,수요일,경기도 수원시 권선구 고색동,중상사고,0,1,0,0,차대차 - 추돌,안전운전불이행,서리/결빙,맑음,단일로 - 기타,승용,남,60세,상해없음,승용,남,31세,중상
2021011300100078,2021년 1월 13일 08시,수요일,경기도 수원시 권선구 금곡동,경상사고,0,0,1,0,차대차 - 추돌,안전운전불이행,서리/결빙,흐림,단일로 - 기타,화물,남,27세,상해없음,승용,여,46세,경상
2021011300100349,2021년 1월 13일 18시,수요일,경기도 수원시 장안구 정자동,경상사고,0,0,1,0,차대차 - 기타,안전거리미확보,젖음/습기,맑음,단일로 - 기타,승용,남,26세,상해없음,이륜,남,37세,경상
2021011300100441,2021년 1월 13일 20시,수요일,경기도 수원시 팔달구 고등동,경상사고,0,0,1,0,차대차 - 추돌,안전운전불이행,적설,눈,단일로 - 기타,승용,남,22세,상해없음,이륜,남,41세,경상
2021011400100051,2021년 1월 14일 07시,목요일,경기도 수원시 영통구 매탄동,중상사고,0,1,0,0,차대사람 - 횡단중,보행자보호의무위반,기타,맑음,교차로 - 교차로부근,승용,남,39세,상해없음,보행자,남,51세,중상
2021011400100116,2021년 1월 14일 09시,목요일,경기도 수원시 팔달구 팔달로1가,중상사고,0,1,0,0,차대차 - 기타,신호위반,건조,맑음,단일로 - 기타,화물,남,65세,상해없음,승용,남,53세,중상
2021011400100157,2021년 1월 14일 10시,목요일,경기도 수원시 권선구 고색동,경상사고,0,0,1,0,차대차 - 측면충돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,여,56세,경상,건설기계,남,60세,상해없음
2021011400100187,2021년 1월 14일 11시,목요일,경기도 수원시 영통구 영통동,중상사고,0,1,0,0,차대사람 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,개인형이동수단(PM),여,19세,상해없음,보행자,남,77세,중상
2021011400100217,2021년 1월 14일 12시,목요일,경기도 수원시 장안구 파장동,중상사고,0,1,0,0,차대사람 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,54세,상해없음,보행자,여,68세,중상
2021011400100250,2021년 1월 14일 13시,목요일,경기도 수원시 영통구 영통동,경상사고,0,0,1,0,차대차 - 측면충돌,신호위반,건조,맑음,교차로 - 교차로안,승용,남,26세,상해없음,승용,여,51세,경상
